step,time,intersection_id,total_queue_length,average_waiting_time,north_queue,south_queue,east_queue,west_queue,current_phase,signal_state,green_duration,throughput
367,1835,1,11,12.645860125700857,0,0,3,8,north_south,GREEN,30,1437
367,1835,2,21,13.949321576418928,0,0,10,11,north_south,GREEN,30,2554
367,1835,3,18,14.559551266406185,0,0,8,10,north_south,GREEN,30,2939
368,1840,0,24,15.515786734031963,0,0,16,8,north_south,GREEN,30,3646
368,1840,1,15,12.618469728695374,0,0,4,11,north_south,GREEN,30,1440
368,1840,2,24,13.933548289527916,0,0,11,13,north_south,GREEN,30,2557
368,1840,3,20,14.550004382057221,0,0,9,11,north_south,GREEN,30,2941
369,1845,0,26,15.478732910845292,0,0,18,8,north_south,YELLOW,30,3655
369,1845,1,16,12.593549121263509,0,0,4,12,north_south,YELLOW,30,1443
369,1845,2,30,13.928335670545602,0,0,12,18,north_south,YELLOW,30,2558
369,1845,3,28,14.531153789977736,0,0,12,16,north_south,YELLOW,30,2945
370,1850,0,31,15.478732910845292,1,3,19,8,east_west,GREEN,30,3655
370,1850,1,21,12.593549121263509,1,2,5,13,east_west,GREEN,30,1443
370,1850,2,37,13.928335670545602,2,3,14,18,east_west,GREEN,30,2558
370,1850,3,36,14.531153789977736,3,3,12,18,east_west,GREEN,30,2945
371,1855,0,19,15.558534839932719,2,7,10,0,east_west,GREEN,30,3673
371,1855,1,7,12.716818022473614,2,2,0,3,east_west,GREEN,30,1461
371,1855,2,26,14.025371906377831,5,4,4,13,east_west,GREEN,30,2578
371,1855,3,26,14.634750916729974,6,4,3,13,east_west,GREEN,30,2965
372,1860,0,17,15.550294217084506,3,9,5,0,east_west,GREEN,30,3688
372,1860,1,7,12.694409887242568,5,2,0,0,east_west,GREEN,30,1467
372,1860,2,19,14.024555729457047,8,5,0,6,east_west,GREEN,30,2592
372,1860,3,16,14.601306956989985,7,6,0,3,east_west,GREEN,30,2982
373,1865,0,20,15.514356063616267,10,10,0,0,east_west,GREEN,30,3698
373,1865,1,11,12.659044645602982,7,4,0,0,east_west,GREEN,30,1471
373,1865,2,18,13.991281959909687,10,8,0,0,east_west,GREEN,30,2601
373,1865,3,18,14.580521951128876,12,6,0,0,east_west,GREEN,30,2988
374,1870,0,26,15.480277349624425,14,12,0,0,east_west,GREEN,30,3706
374,1870,1,12,12.641507178239603,7,5,0,0,east_west,GREEN,30,1473
374,1870,2,23,13.969310153435618,14,9,0,0,east_west,GREEN,30,2605
374,1870,3,22,14.555586029855125,15,7,0,0,east_west,GREEN,30,2993
375,1875,0,33,15.45875472289524,19,14,0,0,east_west,GREEN,30,3711
375,1875,1,13,12.624065423542774,7,6,0,0,east_west,GREEN,30,1475
375,1875,2,27,13.958420900373689,17,10,0,0,east_west,GREEN,30,2607
375,1875,3,25,14.540458776355779,16,9,0,0,east_west,GREEN,30,2996
376,1880,0,40,15.437685419797118,23,17,0,0,east_west,YELLOW,30,3716
376,1880,1,15,12.624065423542774,8,7,0,0,east_west,YELLOW,30,1475
376,1880,2,29,13.931212180441625,18,11,0,0,east_west,YELLOW,30,2612
376,1880,3,28,14.530541304925814,18,10,0,0,east_west,YELLOW,30,2998
377,1885,0,55,15.437685419797118,26,21,2,6,north_south,GREEN,30,3716
377,1885,1,18,12.624065423542774,8,8,1,1,north_south,GREEN,30,1475
377,1885,2,38,13.931212180441625,21,12,2,3,north_south,GREEN,30,2612
377,1885,3,34,14.530541304925814,18,12,3,1,north_south,GREEN,30,2998
378,1890,0,44,15.51922024769752,18,15,4,7,north_south,GREEN,30,3736
378,1890,1,3,12.753452109603817,0,0,1,2,north_south,GREEN,30,1492
378,1890,2,26,14.066640904822949,14,4,2,6,north_south,GREEN,30,2632
378,1890,3,16,14.635779273743895,9,2,4,1,north_south,GREEN,30,3018
379,1895,0,34,15.53588136146054,8,9,10,7,north_south,GREEN,30,3756
379,1895,1,4,12.753452109603817,0,0,2,2,north_south,GREEN,30,1492
379,1895,2,18,14.071847776182528,5,0,4,9,north_south,GREEN,30,2648
379,1895,3,12,14.638842414442884,3,0,5,4,north_south,GREEN,30,3032
380,1900,0,23,15.510619229481714,0,1,13,9,north_south,GREEN,30,3775
380,1900,1,6,12.745635829408783,0,0,4,2,north_south,GREEN,30,1493
380,1900,2,13,14.039288148005506,0,0,4,9,north_south,GREEN,30,2658
380,1900,3,15,14.629435597267143,0,0,8,7,north_south,GREEN,30,3035
381,1905,0,27,15.496281077786216,0,0,15,12,north_south,GREEN,30,3779
381,1905,1,6,12.727653985833363,0,0,4,2,north_south,GREEN,30,1495
381,1905,2,15,14.023869827899684,0,0,5,10,north_south,GREEN,30,2661
381,1905,3,20,14.601392385945278,0,0,9,11,north_south,GREEN,30,3041
382,1910,0,33,15.484530789906712,0,0,18,15,north_south,GREEN,30,3782
382,1910,1,10,12.71096029112461,0,0,4,6,north_south,GREEN,30,1497
382,1910,2,20,14.0085282709682,0,0,7,13,north_south,GREEN,30,2664
382,1910,3,24,14.59209290068168,0,0,11,13,north_south,GREEN,30,3043
383,1915,0,39,15.480397422265293,0,0,20,19,north_south,YELLOW,30,3783
383,1915,1,12,12.677835499066099,0,0,4,8,north_south,YELLOW,30,1501
383,1915,2,27,13.998341433008008,0,0,9,18,north_south,YELLOW,30,2666
383,1915,3,26,14.59209290068168,0,0,12,14,north_south,YELLOW,30,3043
384,1920,0,50,15.480397422265293,1,5,22,22,east_west,GREEN,30,3783
384,1920,1,20,12.677835499066099,3,1,5,11,east_west,GREEN,30,1501
384,1920,2,35,13.998341433008008,2,2,10,21,east_west,GREEN,30,2666
384,1920,3,30,14.59209290068168,1,1,12,16,east_west,GREEN,30,3043
385,1925,0,40,15.58143340799092,3,10,15,12,east_west,GREEN,30,3803
385,1925,1,7,12.73541597213341,3,2,0,2,east_west,GREEN,30,1517
385,1925,2,22,14.09398210054425,4,4,0,14,east_west,GREEN,30,2686
385,1925,3,18,14.680301326989413,1,4,5,8,east_west,GREEN,30,3063
386,1930,0,26,15.608142767494638,3,12,8,3,east_west,GREEN,30,3823
386,1930,1,8,12.719733755602395,6,2,0,0,east_west,GREEN,30,1520
386,1930,2,18,14.084870558325509,8,6,0,4,east_west,GREEN,30,2698
386,1930,3,7,14.653445651952648,2,4,0,1,east_west,GREEN,30,3079
387,1935,0,17,15.583557347212178,4,13,0,0,east_west,GREEN,30,3836
387,1935,1,10,12.719733755602395,7,3,0,0,east_west,GREEN,30,1520
387,1935,2,16,14.068861971129802,9,7,0,0,east_west,GREEN,30,2704
387,1935,3,8,14.630672427782455,3,5,0,0,east_west,GREEN,30,3084
388,1940,0,23,15.562925314844325,7,16,0,0,east_west,GREEN,30,3841
388,1940,1,11,12.719733755602395,7,4,0,0,east_west,GREEN,30,1520
388,1940,2,19,14.031801754900965,11,8,0,0,east_west,GREEN,30,2711
388,1940,3,14,14.611339218797031,4,10,0,0,east_west,GREEN,30,3088
389,1945,0,30,15.518814578190964,11,19,0,0,east_west,GREEN,30,3852
389,1945,1,12,12.71108414542357,7,5,0,0,east_west,GREEN,30,1521
389,1945,2,25,14.005564157281151,14,11,0,0,east_west,GREEN,30,2716
389,1945,3,16,14.601710366591423,6,10,0,0,east_west,GREEN,30,3090
390,1950,0,37,15.51452258966269,13,24,0,0,east_west,YELLOW,30,3853
390,1950,1,14,12.685776898720334,9,5,0,0,east_west,YELLOW,30,1524
390,1950,2,29,13.979526076958585,15,14,0,0,east_west,YELLOW,30,2721
390,1950,3,21,14.577719406747663,8,13,0,0,east_west,YELLOW,30,3095
391,1955,0,48,15.51452258966269,14,25,3,6,north_south,GREEN,30,3853
391,1955,1,14,12.685776898720334,9,5,0,0,north_south,GREEN,30,1524
391,1955,2,34,13.979526076958585,16,15,3,0,north_south,GREEN,30,2721
391,1955,3,29,14.577719406747663,12,15,0,2,north_south,GREEN,30,3095
392,1960,0,42,15.590494314705765,7,19,7,9,north_south,GREEN,30,3873
392,1960,1,3,12.792563505996455,0,0,3,0,north_south,GREEN,30,1542
392,1960,2,21,14.101090986575462,7,7,5,2,north_south,GREEN,30,2741
392,1960,3,18,14.627115647786411,6,7,1,4,north_south,GREEN,30,3115
393,1965,0,28,15.593069693691287,1,9,8,10,north_south,GREEN,30,3893
393,1965,1,3,12.784996920040038,0,0,3,0,north_south,GREEN,30,1543
393,1965,2,10,14.093602838050268,0,0,7,3,north_south,GREEN,30,2757
393,1965,3,8,14.580960460794152,0,0,3,5,north_south,GREEN,30,3133
394,1970,0,27,15.577998304332493,0,5,8,14,north_south,GREEN,30,3906
394,1970,1,5,12.767517027278645,0,0,4,1,north_south,GREEN,30,1545
394,1970,2,16,14.083595922492327,0,0,8,8,north_south,GREEN,30,2759
394,1970,3,13,14.549311608310468,0,0,5,8,north_south,GREEN,30,3140
395,1975,0,25,15.541981041827931,0,0,9,16,north_south,GREEN,30,3917
395,1975,1,5,12.752492988817107,0,0,4,1,north_south,GREEN,30,1547
395,1975,2,17,14.063646743754108,0,0,9,8,north_south,GREEN,30,2763
395,1975,3,19,14.526867805052182,0,0,9,10,north_south,GREEN,30,3145
396,1980,0,31,15.534282855607454,0,0,13,18,north_south,GREEN,30,3919
396,1980,1,7,12.745035012890156,0,0,5,2,north_south,GREEN,30,1548
396,1980,2,22,14.043658482966013,0,0,11,11,north_south,GREEN,30,2767
396,1980,3,20,14.491515622143154,0,0,9,11,north_south,GREEN,30,3153
397,1985,0,36,15.510525365467892,0,0,15,21,north_south,YELLOW,30,3925
397,1985,1,10,12.720318291350326,0,0,7,3,north_south,YELLOW,30,1551
397,1985,2,27,14.03873318292659,0,0,15,12,north_south,YELLOW,30,2768
397,1985,3,24,14.469415044674728,0,0,10,14,north_south,YELLOW,30,3158
398,1990,0,49,15.510525365467892,5,4,16,24,east_west,GREEN,30,3925
398,1990,1,15,12.720318291350326,2,1,7,5,east_west,GREEN,30,1551
398,1990,2,35,14.03873318292659,1,1,19,14,east_west,GREEN,30,2768
398,1990,3,31,14.469415044674728,4,2,11,14,east_west,GREEN,30,3158
399,1995,0,37,15.614347175807403,9,5,8,15,east_west,GREEN,30,3945
399,1995,1,6,12.73393817534582,2,4,0,0,east_west,GREEN,30,1567
399,1995,2,23,14.138071498561303,3,3,10,7,east_west,GREEN,30,2788
399,1995,3,24,14.544011069274905,8,4,5,7,east_west,GREEN,30,3178
400,2000,0,26,15.625251815872721,10,8,0,8,east_west,GREEN,30,3965
400,2000,1,9,12.717187302198079,2,7,0,0,east_west,GREEN,30,1569
400,2000,2,9,14.114971772254536,4,4,1,0,east_west,GREEN,30,2806
400,2000,3,15,14.50739453357392,9,6,0,0,east_west,GREEN,30,3193
401,2005,0,21,15.599035809763558,13,8,0,0,east_west,GREEN,30,3977
401,2005,1,14,12.700744667818194,3,11,0,0,east_west,GREEN,30,1571
401,2005,2,9,14.081227045941962,5,4,0,0,east_west,GREEN,30,2813
401,2005,3,17,14.474639531034674,9,8,0,0,east_west,GREEN,30,3200
402,2010,0,29,15.58258183002866,15,14,0,0,east_west,GREEN,30,3981
402,2010,1,16,12.68438657834569,4,12,0,0,east_west,GREEN,30,1573
402,2010,2,12,14.061044815759605,6,6,0,0,east_west,GREEN,30,2817
402,2010,3,20,14.451366751531426,11,9,0,0,east_west,GREEN,30,3205
403,2015,0,34,15.570383632510886,17,17,0,0,east_west,GREEN,30,3984
403,2015,1,17,12.660103931892568,5,12,0,0,east_west,GREEN,30,1576
403,2015,2,15,14.01614426271702,6,9,0,0,east_west,GREEN,30,2826
403,2015,3,26,14.428335333468633,11,15,0,0,east_west,GREEN,30,3210
404,2020,0,39,15.532044383250085,19,20,0,0,east_west,YELLOW,30,3994
404,2020,1,18,12.643953639680102,5,13,0,0,east_west,YELLOW,30,1578
404,2020,2,19,13.981602594086247,9,10,0,0,east_west,YELLOW,30,2833
404,2020,3,27,14.405456313848777,12,15,0,0,east_west,YELLOW,30,3215
405,2025,0,54,15.532044383250085,22,24,5,3,north_south,GREEN,30,3994
405,2025,1,20,12.643953639680102,6,13,0,1,north_south,GREEN,30,1578
405,2025,2,28,13.981602594086247,13,11,3,1,north_south,GREEN,30,2833
405,2025,3,37,14.405456313848777,14,19,1,3,north_south,GREEN,30,3215
406,2030,0,51,15.624396391103557,17,18,9,7,north_south,GREEN,30,4014
406,2030,1,4,12.779488035275854,0,3,0,1,north_south,GREEN,30,1596
406,2030,2,13,14.046233913794211,4,2,4,3,north_south,GREEN,30,2853
406,2030,3,23,14.516409396024951,7,11,1,4,north_south,GREEN,30,3235
407,2035,0,38,15.650335299178321,9,10,12,7,north_south,GREEN,30,4034
407,2035,1,1,12.782907721878779,0,0,0,1,north_south,GREEN,30,1601
407,2035,2,11,14.03459608780139,0,0,6,5,north_south,GREEN,30,2859
407,2035,3,18,14.495413136167945,0,7,4,7,north_south,GREEN,30,3255
408,2040,0,27,15.622437594564502,1,4,14,8,north_south,GREEN,30,4054
408,2040,1,3,12.775517687715666,0,0,1,2,north_south,GREEN,30,1602
408,2040,2,14,14.024869431775851,0,0,6,8,north_south,GREEN,30,2861
408,2040,3,13,14.45579829051258,0,0,5,8,north_south,GREEN,30,3267
409,2045,0,30,15.606368794613148,0,0,17,13,north_south,GREEN,30,4060
409,2045,1,4,12.758621147563314,0,0,1,3,north_south,GREEN,30,1604
409,2045,2,15,14.00047928150552,0,0,7,8,north_south,GREEN,30,2866
409,2045,3,17,14.43855094993617,0,0,8,9,north_south,GREEN,30,3271
410,2050,0,33,15.588107880825428,0,0,19,14,north_south,GREEN,30,4065
410,2050,1,5,12.741898350754429,0,0,1,4,north_south,GREEN,30,1606
410,2050,2,16,13.976417366128153,0,0,8,8,north_south,GREEN,30,2871
410,2050,3,19,14.434226583553105,0,0,10,9,north_south,GREEN,30,3272
411,2055,0,40,15.572992743607541,0,0,22,18,north_south,YELLOW,30,4069
411,2055,1,6,12.733601270799252,0,0,2,4,north_south,YELLOW,30,1607
411,2055,2,19,13.9476185538411,0,0,9,10,north_south,YELLOW,30,2877
411,2055,3,20,14.408561752543907,0,0,11,9,north_south,YELLOW,30,3278
412,2060,0,52,15.572992743607541,4,1,25,22,east_west,GREEN,30,4069
412,2060,1,16,12.733601270799252,1,3,5,7,east_west,GREEN,30,1607
412,2060,2,20,13.9476185538411,0,0,9,11,east_west,GREEN,30,2877
412,2060,3,27,14.408561752543907,3,0,13,11,east_west,GREEN,30,3278
413,2065,0,45,15.671025532839648,10,3,17,15,east_west,GREEN,30,4089
413,2065,1,5,12.742071602382243,2,3,0,0,east_west,GREEN,30,1619
413,2065,2,6,14.029047137906758,0,1,0,5,east_west,GREEN,30,2897
413,2065,3,19,14.484559019141031,6,5,6,2,east_west,GREEN,30,3298
414,2070,0,33,15.701375656415719,13,5,9,6,east_west,GREEN,30,4109
414,2070,1,5,12.742071602382243,2,3,0,0,east_west,GREEN,30,1619
414,2070,2,4,14.009532793358384,0,4,0,0,east_west,GREEN,30,2903
414,2070,3,14,14.459878641909556,6,8,0,0,east_west,GREEN,30,3308
415,2075,0,23,15.68781150180616,15,8,0,0,east_west,GREEN,30,4124
415,2075,1,8,12.718431085723859,3,5,0,0,east_west,GREEN,30,1622
415,2075,2,6,13.99495229203573,2,4,0,0,east_west,GREEN,30,2906
415,2075,3,21,14.43315340954905,9,12,0,0,east_west,GREEN,30,3314
416,2080,0,25,15.667778958926151,16,9,0,0,east_west,GREEN,30,4129
416,2080,1,11,12.68705022616076,6,5,0,0,east_west,GREEN,30,1626
416,2080,2,11,13.990114778551371,2,9,0,0,east_west,GREEN,30,2907
416,2080,3,23,14.402006479371869,10,13,0,0,east_west,GREEN,30,3321
417,2085,0,28,15.637470884551067,17,11,0,0,east_west,GREEN,30,4137
417,2085,1,14,12.68705022616076,8,6,0,0,east_west,GREEN,30,1626
417,2085,2,16,13.9708301375883,3,13,0,0,east_west,GREEN,30,2911
417,2085,3,27,14.397651712932976,13,14,0,0,east_west,GREEN,30,3322
418,2090,0,30,15.613680451316739,17,13,0,0,east_west,YELLOW,30,4143
418,2090,1,17,12.679372186873525,9,8,0,0,east_west,YELLOW,30,1627
418,2090,2,18,13.96120633163104,3,15,0,0,east_west,YELLOW,30,2913
418,2090,3,32,14.384129992099723,13,19,0,0,east_west,YELLOW,30,3325
419,2095,0,46,15.613680451316739,20,16,3,7,north_south,GREEN,30,4143
419,2095,1,21,12.679372186873525,10,9,1,1,north_south,GREEN,30,1627
419,2095,2,30,13.96120633163104,6,17,7,0,north_south,GREEN,30,2913
419,2095,3,41,14.384129992099723,13,23,2,3,north_south,GREEN,30,3325
420,2100,0,35,15.691891199710199,12,9,5,9,north_south,GREEN,30,4163
420,2100,1,7,12.772981850241253,0,0,3,4,north_south,GREEN,30,1647
420,2100,2,22,13.99100136162665,0,9,9,4,north_south,GREEN,30,2930
420,2100,3,33,14.487687354393385,5,17,4,7,north_south,GREEN,30,3345
421,2105,0,21,15.699291461415175,2,0,9,10,north_south,GREEN,30,4182
421,2105,1,10,12.765687336626515,0,0,6,4,north_south,GREEN,30,1648
421,2105,2,16,13.96578100216944,0,1,10,5,north_south,GREEN,30,2944
421,2105,3,23,14.495830300374987,0,10,4,9,north_south,GREEN,30,3361
422,2110,0,24,15.677532662816898,0,0,12,12,north_south,GREEN,30,4189
422,2110,1,12,12.765687336626515,0,0,6,6,north_south,GREEN,30,1648
422,2110,2,22,13.939568044170265,0,0,14,8,north_south,GREEN,30,2950
422,2110,3,17,14.47863204957915,0,0,5,12,north_south,GREEN,30,3372
423,2115,0,27,15.670225271308134,0,0,15,12,north_south,GREEN,30,4191
423,2115,1,14,12.75752025433225,0,0,6,8,north_south,GREEN,30,1649
423,2115,2,27,13.939568044170265,0,0,16,11,north_south,GREEN,30,2950
423,2115,3,21,14.461870623326448,0,0,8,13,north_south,GREEN,30,3376
424,2120,0,32,15.659163799633383,0,0,18,14,north_south,GREEN,30,4194
424,2120,1,15,12.75752025433225,0,0,6,9,north_south,GREEN,30,1649
424,2120,2,33,13.921287805090978,0,0,18,15,north_south,GREEN,30,2954
424,2120,3,27,14.441224165027602,0,0,12,15,north_south,GREEN,30,3381
425,2125,0,32,15.644883675664747,0,0,18,14,north_south,YELLOW,30,4198
425,2125,1,16,12.734902689993156,0,0,7,9,north_south,YELLOW,30,1652
425,2125,2,40,13.907265008190636,0,0,21,19,north_south,YELLOW,30,2957
425,2125,3,34,14.428808071852945,0,0,16,18,north_south,YELLOW,30,3384
426,2130,0,39,15.644883675664747,4,3,18,14,east_west,GREEN,30,4198
426,2130,1,22,12.734902689993156,0,2,9,11,east_west,GREEN,30,1652
426,2130,2,51,13.907265008190636,1,3,24,23,east_west,GREEN,30,2957
426,2130,3,42,14.428808071852945,1,3,16,22,east_west,GREEN,30,3384
427,2135,0,30,15.744414667584888,7,5,9,9,east_west,GREEN,30,4218
427,2135,1,6,12.879208438666657,0,4,0,2,east_west,GREEN,30,1671
427,2135,2,40,14.033856692005237,4,4,15,17,east_west,GREEN,30,2977
427,2135,3,27,14.523651946105458,2,5,6,14,east_west,GREEN,30,3404
428,2140,0,17,15.75030495057322,9,8,0,0,east_west,GREEN,30,4237
428,2140,1,7,12.849891765222827,2,5,0,0,east_west,GREEN,30,1676
428,2140,2,28,14.075006680585709,7,7,6,8,east_west,GREEN,30,2997
428,2140,3,13,14.538400559885208,2,6,0,5,east_west,GREEN,30,3420
429,2145,0,20,15.73142825925206,9,11,0,0,east_west,GREEN,30,4242
429,2145,1,10,12.834883866328672,4,6,0,0,east_west,GREEN,30,1678
429,2145,2,17,14.04001868065951,8,8,0,1,east_west,GREEN,30,3016
429,2145,3,16,14.523186528178162,5,11,0,0,east_west,GREEN,30,3427
430,2150,0,22,15.723535952164209,10,12,0,0,east_west,GREEN,30,4244
430,2150,1,12,12.819589396919834,4,8,0,0,east_west,GREEN,30,1680
430,2150,2,17,14.018190122631324,8,9,0,0,east_west,GREEN,30,3021
430,2150,3,19,14.50125429638022,7,12,0,0,east_west,GREEN,30,3432
431,2155,0,25,15.700304061014638,10,15,0,0,east_west,GREEN,30,4250
431,2155,1,15,12.781490919707341,5,10,0,0,east_west,GREEN,30,1685
431,2155,2,18,14.008841591701858,9,9,0,0,east_west,GREEN,30,3023
431,2155,3,24,14.48831682457422,10,14,0,0,east_west,GREEN,30,3435
432,2160,0,31,15.685266324187396,12,19,0,0,east_west,YELLOW,30,4254
432,2160,1,16,12.751863800814771,5,11,0,0,east_west,YELLOW,30,1689
432,2160,2,21,13.985694506269052,10,11,0,0,east_west,YELLOW,30,3028
432,2160,3,27,14.479576020331457,11,16,0,0,east_west,YELLOW,30,3437
433,2165,0,43,15.685266324187396,14,23,4,2,north_south,GREEN,30,4254
433,2165,1,22,12.751863800814771,7,12,2,1,north_south,GREEN,30,1689
433,2165,2,32,13.985694506269052,14,15,1,2,north_south,GREEN,30,3028
433,2165,3,31,14.479576020331457,11,17,3,0,north_south,GREEN,30,3437
434,2170,0,38,15.766990437872963,6,15,10,7,north_south,GREEN,30,4274
434,2170,1,13,12.85048097612869,0,5,4,4,north_south,GREEN,30,1707
434,2170,2,19,14.091363480108772,8,6,1,4,north_south,GREEN,30,3048
434,2170,3,23,14.555779626681026,3,8,7,5,north_south,GREEN,30,3457
435,2175,0,34,15.76531759583304,0,7,16,11,north_south,GREEN,30,4290
435,2175,1,9,12.836366716937842,0,0,5,4,north_south,GREEN,30,1712
435,2175,2,13,14.067287589570107,0,0,6,7,north_south,GREEN,30,3062
435,2175,3,16,14.54887616114728,0,2,9,5,north_south,GREEN,30,3470
436,2180,0,30,15.739720165631049,0,0,17,13,north_south,GREEN,30,4302
436,2180,1,9,12.836366716937842,0,0,5,4,north_south,GREEN,30,1712
436,2180,2,14,14.062782666664663,0,0,6,8,north_south,GREEN,30,3063
436,2180,3,17,14.539464501078097,0,0,11,6,north_south,GREEN,30,3473
437,2185,0,32,15.725195551972114,0,0,18,14,north_south,GREEN,30,4306
437,2185,1,13,12.820456818761192,0,0,6,7,north_south,GREEN,30,1714
437,2185,2,17,14.053706397558223,0,0,8,9,north_south,GREEN,30,3065
437,2185,3,19,14.515274728130269,0,0,12,7,north_south,GREEN,30,3479
438,2190,0,32,15.710736457110052,0,0,18,14,north_south,GREEN,30,4310
438,2190,1,13,12.798378432728907,0,0,6,7,north_south,GREEN,30,1717
438,2190,2,21,14.040184221714247,0,0,10,11,north_south,GREEN,30,3068
438,2190,3,24,14.511180885591322,0,0,13,11,north_south,GREEN,30,3480
439,2195,0,36,15.703418461712545,0,0,20,16,north_south,YELLOW,30,4312
439,2195,1,15,12.767869876036155,0,0,6,9,north_south,YELLOW,30,1721
439,2195,2,21,14.013205825109976,0,0,10,11,north_south,YELLOW,30,3074
439,2195,3,26,14.503124916726094,0,0,14,12,north_south,YELLOW,30,3482
440,2200,0,49,15.703418461712545,3,2,25,19,east_west,GREEN,30,4312
440,2200,1,21,12.767869876036155,2,2,7,10,east_west,GREEN,30,1721
440,2200,2,26,14.013205825109976,1,1,11,13,east_west,GREEN,30,3074
440,2200,3,35,14.503124916726094,3,2,15,15,east_west,GREEN,30,3482
441,2205,0,40,15.79952236180318,6,4,17,13,east_west,GREEN,30,4332
441,2205,1,6,12.890007978424213,3,2,0,1,east_west,GREEN,30,1739
441,2205,2,11,14.09871313834758,3,1,1,6,east_west,GREEN,30,3094
441,2205,3,17,14.596487159471579,3,2,5,7,east_west,GREEN,30,3502
442,2210,0,30,15.837877690507426,9,5,11,5,east_west,GREEN,30,4352
442,2210,1,8,12.87844975924613,5,3,0,0,east_west,GREEN,30,1741
442,2210,2,5,14.082096303323008,3,2,0,0,east_west,GREEN,30,3102
442,2210,3,9,14.587336976352704,5,4,0,0,east_west,GREEN,30,3516
443,2215,0,22,15.80226928036551,10,8,4,0,east_west,GREEN,30,4371
443,2215,1,10,12.863636638827733,7,3,0,0,east_west,GREEN,30,1743
443,2215,2,9,14.059508760580282,5,4,0,0,east_west,GREEN,30,3107
443,2215,3,12,14.578789700284508,8,4,0,0,east_west,GREEN,30,3518
444,2220,0,22,15.786569990202782,13,9,0,0,east_west,GREEN,30,4377
444,2220,1,10,12.863636638827733,7,3,0,0,east_west,GREEN,30,1743
444,2220,2,10,14.036376013262547,5,5,0,0,east_west,GREEN,30,3112
444,2220,3,16,14.570242355558749,10,6,0,0,east_west,GREEN,30,3520
445,2225,0,30,15.76432694507264,16,14,0,0,east_west,GREEN,30,4383
445,2225,1,12,12.856016832678979,7,5,0,0,east_west,GREEN,30,1744
445,2225,2,13,14.013785116693997,5,8,0,0,east_west,GREEN,30,3117
445,2225,3,19,14.557483294890977,12,7,0,0,east_west,GREEN,30,3523
446,2230,0,34,15.74268732208918,16,18,0,0,east_west,YELLOW,30,4389
446,2230,1,12,12.856016832678979,7,5,0,0,east_west,YELLOW,30,1744
446,2230,2,22,14.004891636678558,9,13,0,0,east_west,YELLOW,30,3119
446,2230,3,25,14.549015529599039,13,12,0,0,east_west,YELLOW,30,3525
447,2235,0,41,15.74268732208918,16,20,4,1,north_south,GREEN,30,4389
447,2235,1,14,12.856016832678979,8,5,1,0,north_south,GREEN,30,1744
447,2235,2,31,14.004891636678558,11,17,3,0,north_south,GREEN,30,3119
447,2235,3,32,14.549015529599039,14,13,3,2,north_south,GREEN,30,3525
448,2240,0,32,15.812130176372047,7,14,8,3,north_south,GREEN,30,4409
448,2240,1,4,12.963352464382883,0,0,1,3,north_south,GREEN,30,1758
448,2240,2,20,14.050116276117997,1,7,8,4,north_south,GREEN,30,3139
448,2240,3,18,14.614471947529044,5,5,3,5,north_south,GREEN,30,3545
449,2245,0,23,15.807897946387738,1,6,9,7,north_south,GREEN,30,4429
449,2245,1,4,12.956357790231241,0,0,1,3,north_south,GREEN,30,1759
449,2245,2,16,14.031910765683985,0,0,11,5,north_south,GREEN,30,3150
449,2245,3,10,14.579965825605507,0,0,4,6,north_south,GREEN,30,3562
450,2250,0,23,15.775431563055628,0,2,12,9,north_south,GREEN,30,4442
450,2250,1,8,12.948581708100274,0,0,1,7,north_south,GREEN,30,1760
450,2250,2,21,14.018659225077883,0,0,13,8,north_south,GREEN,30,3153
450,2250,3,16,14.564300963659036,0,0,6,10,north_south,GREEN,30,3566
451,2255,0,21,15.75682668970318,0,0,12,9,north_south,GREEN,30,4448
451,2255,1,10,12.941616609737856,0,0,1,9,north_south,GREEN,30,1761
451,2255,2,27,14.005381295655237,0,0,15,12,north_south,GREEN,30,3156
451,2255,3,18,14.529404137295073,0,0,8,10,north_south,GREEN,30,3575
452,2260,0,26,15.739706521401862,0,0,13,13,north_south,GREEN,30,4453
452,2260,1,11,12.934680899976124,0,0,1,10,north_south,GREEN,30,1762
452,2260,2,30,13.983559406845636,0,0,17,13,north_south,GREEN,30,3161
452,2260,3,23,14.49813584870215,0,0,11,12,north_south,GREEN,30,3583
453,2265,0,27,15.73258198020197,0,0,13,14,north_south,YELLOW,30,4455
453,2265,1,11,12.926941325273004,0,0,1,10,north_south,YELLOW,30,1763
453,2265,2,32,13.961848061137037,0,0,17,15,north_south,YELLOW,30,3166
453,2265,3,26,14.474841098110463,0,0,11,15,north_south,YELLOW,30,3589
454,2270,0,35,15.73258198020197,0,3,15,17,east_west,GREEN,30,4455
454,2270,1,14,12.926941325273004,0,1,2,11,east_west,GREEN,30,1763
454,2270,2,38,13.961848061137037,2,2,17,17,east_west,GREEN,30,3166
454,2270,3,34,14.474841098110463,2,2,14,16,east_west,GREEN,30,3589
455,2275,0,22,15.809777747520945,2,5,6,9,east_west,GREEN,30,4475
455,2275,1,3,12.997527779435885,0,2,0,1,east_west,GREEN,30,1777
455,2275,2,22,14.070806598611156,3,3,7,9,east_west,GREEN,30,3186
455,2275,3,24,14.556688598532771,4,4,8,8,east_west,GREEN,30,3609
456,2280,0,14,15.7878889854908,6,7,0,1,east_west,GREEN,30,4495
